ARTIST NAME,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS,,,,,
Anthony Viti,American,1961,Null,Elegy Number 24 (After MH's Iron Cross,1992,Oil on Masonite,1993.117.4,1993,Not on view,,,,,
Antonio Henrique Amaral,Brazilian,1935,Null,Landscape with Knives,1993,Oil on canvas,1993.497.1,1993,Not on view,,,,,
Antonio Saura,Spanish,1930,1998,Cocktail Party,1962,Ink marker/ oil/ cut and pasted printed papers/ torn and pasted painted cardboard/ and watercolor on paper,2002.456.55,2002,Not on view,,,,,
Antonio Saura,Spanish,1930,1998,Cocktail Party,1962,Ink marker/ oil/ cut and pasted printed papers/ torn and pasted painted cardboard/ and watercolor on paper,2002.456.55,2002,Not on view,,,,,
Antonio Saura,Spanish,1930,1998,Cocktail Party,1962,Ink marker/ oil/ cut and pasted printed papers/ torn and pasted cardboard/ cut and pasted canvas and plastic/ and watercolor on paper,2002.456.56,2002,Not on view,,,,,
Antonius Höckelmann,German,1937,Null,ABC,1977,Gouache/ graphite/ oil pastel/ ink/ and charcoal on paper,1986.297.5a-c,1986,Not on view,,,,,
Anwar Jalal Shemza,Pakistani,1928,1985,The Table,1958,Oil on canvas,"2,013.262",2013,Not on view,,,,,
Anwar Jalal Shemza,Pakistani,1928,1985,Love Letter I,1969,Oil on canvas,"2,013.263",2013,Not on view,,,,,
April Gornik,American,1953,Null,Weight and Light,1984,Oil on canvas,"1,985.164",1985,Not on view,,,,,
Arakawa,American,1936,2010,Blank Dots,1982,Acrylic on canvas,"1,985.442",1985,Not on view,,,,,
Arbit Blatas,American,1908,1999,Four Figures in a Bistro,1952,Oil on canvas,54.54,1954,Not on view,,,,,
Arbit Blatas,American,1908,1999,Four Figures in a Bistro,1952,Oil on canvas,54.54,1954,Not on view,,,,,
Arnaldo Roche Rabell,American,1955,Null,You Know I Am Aware,1990,Oil on canvas,"1,990.252",1990,Not on view,,,,,
Arnold Friedman,American,1879,1946,Unemployable,1937,Oil on canvas,40.49,1940,Not on view,,,,,
Arnold Friedman,American,1879,1946,My Wife,1925,Oil on canvas,"1,987.187",1987,Not on view,,,,,
Arnulf Rainer,Austrian,1929,Null,Untitled,1970,Watercolor/ oil paint and charcoal on photograph,"1,986.392",1986,Not on view,,,,,
Arshile Gorky,American,1904,1948,Water of the Flowery Mill,1944,Oil on canvas,56.205.1,1956,On view in Gallery 913,,,,,
Arshile Gorky,American,1904,1948,Water of the Flowery Mill,1944,Oil on canvas,56.205.1,1956,On view in Gallery 913,,,,,
Arshile Gorky,American,1904,1948,Landscape,1933,Oil on canvas,64.177,1964,Not on view,,,,,
Arshile Gorky,American,1904,1948,Self-Portrait at the Age of Nine,1928,Oil on canvas,"2,002.145",2002,Not on view,,,,,
Arthur B. Carles,American,1882,1952,The Church,1910,Oil on canvas,62.203,1962,Not on view,,,,,
Arthur B. Carles,American,1882,1952,White Abstraction,1935,Oil on canvas,1976.250.3,1976,Not on view,,,,,
Arthur B. Carles,American,1882,1952,Lilies,1935,Oil on Masonite,"1,978.569",1978,Not on view,,,,,
Arthur Dove,American,1880,1946,Portrait of Ralph Dusenberry,1924,Oil/ folding wooden rulers/ wood/ and cut and pasted printed paper on canvas,49.70.36,1949,On view in Gallery 913,,,,,
Arthur Dove,American,1880,1946,Goat,1935,Oil on canvas/ with selective varnish,49.70.37,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Reaching Waves,1929,Oil and aluminum paint on canvas,49.70.38,1949,On view in Gallery 912,,,,,
Arthur Dove,American,1880,1946,Shore Road,1942,Wax emulsion on canvas,49.70.39,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Clouds and Water,1930,Oil on canvas/ with selective varnish,49.70.40,1949,On view in Gallery 772,,,,,
Arthur Dove,American,1880,1946,"Study for ""Goat""",1934,Watercolor/ gouache/ and graphite on paperboard,49.70.75,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Old Tombstones,1935,Watercolor/ gouache/ and ink on paper,49.70.84,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Silver Ball/ Barge/ and Trees,1930,Watercolor/ gouache/ ink and charcoal on paper,49.70.85,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Landscape with Houses,1930,Oil and aluminum paint on paper,49.70.88,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Seneca Lake,1935,Watercolor/ gouache/ and ink on paper,49.70.90,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Wind Wheel,1935,Watercolor/ gouache/ and ink on paper (recto); ink and graphite on paper (verso,49.70.95a/ b,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Hand Sewing Machine,1927,Oil/ cut and pasted linen/ resin/ and graphite on sheet metal/ with artist made frame,49.92.2,1949,Not on view,,,,,
Arthur Dove,American,1880,1946,Untitled,1940,Tempera/ gouache/ and ink on paper,1984.536.12,1984,Not on view,,,,,
Arthur Dove,American,1880,1946,Untitled,1946,Tempera/ gouache/ and ink on paper,1984.536.13,1984,Not on view,,,,,
Arthur Dove,American,1880,1946,Untitled,1940,Tempera and gouache on paper,1984.536.17,1984,Not on view,,,,,
Arthur Dove,American,1880,1946,Untitled,1942,Tempera and gouache on paper,1984.536.35,1984,Not on view,,,,,
Arthur Dove,American,1880,1946,The Inn,1942,Wax emulsion and aluminum paint on canvas,1992.24.5,1992,Not on view,,,,,
Arthur Dove,American,1880,1946,The Inn,1942,Wax emulsion and aluminum paint on canvas,1992.24.5,1992,Not on view,,,,,
Arthur Dove,American,1880,1946,Mountain and Sky,1925,Oil on wood panel,1994.341.1,1994,Not on view,,,,,
Arthur Dove,American,1880,1946,Fishboat,1930,Oil on paperboard nailed to wood strainer,1994.341.2,1994,Not on view,,,,,
Arthur Dove,American,1880,1946,Storm Clouds,1935,Wax emulsion on canvas in artist-made frame,2006.32.14,2006,Not on view,,,,,
Arthur N. Christie,American,1891,1980,Untitled,1936,Gouache/ casein/ and graphite on board,1981.500.3,1981,Not on view,,,,,
Arthur Osver,American,1912,2006,Two Ventilators,1947,Oil on canvas,50.35,1950,Not on view,,,,,
Arthur Segal,Romanian,1875,1944,Strasse auf Helgoland II,1924,Oil on board with painted frame,"2,003.598",2003,Not on view,,,,,
Arturo Elizondo,Mexican,1956,Null,Young Kafka/ a Dalai Lama,1995,Oil on canvas,"1,995.334",1995,Not on view,,,,,
Arturo Rodriguez,American,1956,Null,The World's Great Theater,1986,Oil on canvas,"1,987.36",1987,Not on view,,,,,
Attilio Salemme,American,1911,1955,Caught in the Equinox,1953,Oil on canvas,53.184,1953,Not on view,,,,,
Audrey Buller,American,1902,1984,Morning Glory,1936,Oil on canvas,38.99,1938,Not on view,,,,,
Audrey Flack,American,1931,Null,Macarena of Miracles,1971,Oil on canvas,"1,979.556",1979,Not on view,,,,,
Auguste Herbin,French,1882,1960,Nude,1949,Gouache on paper,1991.402.8,1991,Not on view,,,,,
Augustus John,British,1878,1961,Self-Portrait,1940,Oil on canvas,61.101.10,1961,Not on view,,,,,
Augustus John,British,1878,1961,Canadian Soldier,1917,Oil on canvas,61.101.11,1961,Not on view,,,,,
Augustus John,British,1878,1961,Sean O'Casey,1926,Oil on canvas,61.101.9,1961,Not on view,,,,,
Avel de Knight,American,1924,1995,Mediterranean,1966,Gouache on cardboard,67.123.1,1967,Not on view,,,,,
Avner Moriah,Israeli,1953,Null,Hills III,1986,Oil on canvas,1987.205.1,1987,Not on view,,,,,
Avner Moriah,Israeli,1953,Null,Café,1986,Oil on canvas,1987.205.2,1987,Not on view,,,,,
B. J. O. Nordfeldt,American,1878,1955,Movement,1948,Oil on canvas,49.129.1,1949,Not on view,,,,,
Baladine Klossowski,German,1886,1969,The Artist's Sons/ Pierre and Balthus as Adolescents,1921,Watercolor/ gouache/ and charcoal on paper,"2,009.442",2009,Not on view,,,,,
Balcomb Greene,American,1904,1990,The Flag,1951,Oil on canvas,54.114,1954,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,The Mountain,1936,Oil on canvas,"1,982.53",1982,On view in Gallery 900,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Thérèse,1938,Oil on cardboard mounted on wood,1987.125.2,1987,On view in Gallery 913,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Summertime,1935,Oil on canvas,"1,996.176",1996,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Thérèse Dreaming,1938,Oil on canvas,1999.363.2,1999,On view in Gallery 907,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Girl at a Window,1957,Oil on canvas,1999.363.3,1999,On view in Gallery 907,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Palette,1985,Painting palette,2002.456.125,2002,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Palette,1985,Painting palette,2002.456.126,2002,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Palette,1985,Painting palette,2002.456.127,2002,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Palette,1985,Painting palette,2002.456.128,2002,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Pierre Matisse,1938,Oil on canvas,2002.456.7,2002,Not on view,,,,,
Balthus(Balthasar Klossowski, French,1908,2001  ,Lelia Caetani,1935,Oil on canvas,"2,011.602",2011,Not on view,,,,,
Barnett Newman,American,1905,1970,Concord,1949,Oil and masking tape on canvas,68.178,1968,On view in Gallery 921,,,,,
Barnett Newman,American,1905,1970,The Station,1963,Oil on canvas,1975.189.1,1975,Not on view,,,,,
Barnett Newman,American,1905,1970,Shimmer Bright,1968,Oil on canvas,"1,991.183",1991,Not on view,,,,,
Barnett Newman,American,1905,1970,The Song of Orpheus,1944,Oil pastel on paper,1992.179.1,1992,Not on view,,,,,
Barnett Newman,American,1905,1970,Untitled,1945,Oil pastel on paper,1992.179.2,1992,Not on view,,,,,
Barry Ledoux,American,1947,Null,"Fate, Eros, Sleep, Night, 1982",1982,"Steel,lead,copper,sculpmetal,bronze,rivets,glass beads,and oil stick pigment","1986.231a,j",1986,Not on view,,,,,
Basil Alkazzi,Kuwaiti,1938,Null,Whispering Silence II,1991,Gouache and metallic paint on paper,1996.264.1a-d,1996,Not on view,,,,,
Basil Alkazzi,Kuwaiti,1938,Null,Transmutation IV,1990,Gouache and metallic paint on paper,1996.264.2,1996,Not on view,,,,,
Basil Alkazzi,Kuwaiti,1938,Null,Transmutation III,1991,Gouache on paper,1996.264.3,1996,Not on view,,,,,
Basil Cimino,American,1913,1966,Untitled,1951,Oil on paper,1978.580.3,1978,Not on view,,,,,
Beatriz Milhazes,Brazilian,1960,Null,The Beach (A Praia,1997,Acrylic/ metallic paint/ and metal leaf on canvas,"1,998.8",1998,Not on view,,,,,
Beauford Delaney,American,1901,1979,Stanislas Rodanski,1963,Oil on canvas,"1,992.296",1992,Not on view,,,,,
Ben Benn,American,1884,1983,Still Life,1941,Oil on canvas,43.47.7,1943,Not on view,,,,,
Ben Kutcher,American,1895,1967,Untitled,Null,Ink/ gouache/ graphite/ and cut and pasted paper on paper,1984.433.346,1984,Not on view,,,,,
Ben Nicholson,British,1894,1982,Untitled,1942,Gouache/ graphite/ and cut and pasted paper on paper,1991.402.13,1991,Not on view,,,,,
Ben Nicholson,British,1894,1982,Coin and Musical Instruments,1933,Oil on board,2007.247.6,2007,Not on view,,,,,
Ben Shahn,American,1898,1969,Death of a Miner,1949,Tempera on paper attached to muslin on wood,50.77,1950,Not on view,,,,,
Ben Shahn,American,1898,1969,Death of a Miner,1949,Tempera on paper attached to muslin on wood,50.77,1950,Not on view,,,,,
Ben-Zion,American,1897,1987,Wheat with Poppies and Cornflowers,1952,Oil on wood,"1,987.379",1987,Not on view,,,,,
Benjamin Knotts,American,1898,1965,In the Museum II,1943,Ink and oil on paper,67.76.2,1967,Not on view,,,,,
Benny Andrews,American,1930,2006,American Gothic,1971,Oil/ cut and pasted burlap/ canvas/ and fabric on canvas,"1,989.61",1989,Not on view,,,,,
Benny Andrews,American,1930,2006,Sweet Back Man,1996,Cut and pasted fabrics and paper/ and oil paint on paper,"1,997.164",1997,Not on view,,,,,
Benny Andrews,American,1930,2006,Juke Joint,1998,Torn and cut paper and textile/ and oil on paper,2001.287.1,2001,Not on view,,,,,
Benny Andrews,American,1930,2006,The Family,2000,Torn and cut paper and textile/ and oil on paper,2001.287.2,2001,Not on view,,,,,
Bernard Childs,American,1910,1985,The Mathematician,1959,Oil on canvas,"2,000.429",2000,Not on view,,,,,
Bernard Karfiol,American,1886,1952,Hills,1931,Oil on canvas,32.83.1,1932,Not on view,,,,,
Bernard Karfiol,American,1886,1952,Cuban Nude,1935,Oil on canvas,37.76,1937,Not on view,,,,,
Bernard Karfiol,American,1886,1952,Reclining Nude After Goya's Maja,Null,Oil on canvas,1986.253.2,1986,Not on view,,,,,
Bernard Karfiol,American,1886,1952,Standing Nude,1923,Oil on canvas,"1,989.398",1989,Not on view,,,,,
Betty Lane,American,1907,1996,The Blizzard,1941,Oil on Masonite,41.169,1941,Not on view,,,,,
Betty Woodman,American,1930,Null,Green Room,2008,Painted canvas/ glazed earthenware/ epoxy resin/ lacquer/ and paint,2008.659a-n,2008,Not on view,,,,,
Bill Jacklin,British,1943,Null,Incident on 42nd Street,1988,Oil on canvas,"1,991.396",1991,Not on view,,,,,
Bill Jensen,American,1945,Null,Memory of Closeness,1981,Oil on linen,"1,981.391",1981,Not on view,,,,,
Bob Thompson,American,1937,1966,Parnassus,1964,Oil and graphite on canvas,1977.137.1,1977,Not on view,,,,,
Bob Thompson,American,1937,1966,Allegory,1960,Oil on canvas,"1,981.284",1981,Not on view,,,,,
Bob Thompson,American,1937,1966,Four Bathers,1961,Oil on wood,"1,986.423",1986,Not on view,,,,,
Boris Grigoriev,Russian,1886,1939,Woman Reading,1922,Oil on canvas,1972.146.1,1972,Not on view,,,,,
Boris Grigoriev,Russian,1886,1939,The Model,1926,Oil on canvas,1972.146.2,1972,Not on view,,,,,
Boris Grigoriev,Russian,1886,1939,Sergei Esenin (1895-1925) as a Youth,1923,Gouache and charcoal on board,1972.146.3,1972,Not on view,,,,,
Boris Mikhailovich Kustodiev,Russian,1878,1927,Village Festival,1924,Oil on canvas,1972.146.7,1972,Not on view,,,,,
Boyd & Evans,Null ,Null,Null,Passing By,1991,Oil on canvas,1992.18.4,1992,Not on view,,,,,
Brad Davis,American,1942,Null,Untitled/ Landscape Number 5,1989,Oil on canvas,"1,989.18",1989,Not on view,,,,,
Brad Davis,American,1942,Null,Untitled/ Landscape Number 5,1989,Oil on canvas,"1,989.18",1989,Not on view,,,,,
Bradley Walker Tomlin,American,1899,1953,Burial,1943,Oil on canvas,43.159.5,1943,Not on view,,,,,
Bradley Walker Tomlin,American,1899,1953,Number 11,1952,Oil on canvas,53.92,1953,Not on view,,,,,
Broto,Spanish,1952,Null,Untitled,1985,Acrylic on canvas,1986.230.1,1986,Not on view,,,,,
Bruce Boice,American,1941,Null,Relief,1977,Oil on canvas,"1,978.17",1978,Not on view,,,,,
Bumpei Usui,American,1898,1994,The Furniture Factory,1925,Oil on canvas,"2,014.142",2014,On view in Gallery 903,,,,,
Burgoyne Diller,American,1906,1965,Second Theme,1938,Oil on canvas,63.72,1963,On view in Gallery 913,,,,,
Burgoyne Diller,American,1906,1965,Second Theme,1949,Oil on canvas,1991.402.7,1991,Not on view,,,,,
C. K. Chatterton,American,1880,1973,The Coal Loader,1909,Gouache on paper,1982.152.1,1982,Not on view,,,,,
C. K. Chatterton,American,1880,1973,Water Street/ Newburgh,1917,Oil on canvas,1982.152.2,1982,Not on view,,,,,
C. K. Chatterton,American,1880,1973,Hank Perkins' Fish House/ Maine,1945,Oil on canvas,1982.152.3,1982,Not on view,,,,,
C.R.W. Nevinson,British,1889,1946,View of Wall Street,1919,Oil on wood,"1,994.18",1994,Not on view,,,,,
C.R.W. Nevinson,British,1889,1946,From a  Window,1921,Oil on canvas,"1,997.212",1997,Not on view,,,,,
Caio Fonseca,American,1959,Null,Tenth Street/ Number 5,1992,Acrylic on canvas,"1,993.115",1993,Not on view,,,,,
Caio Fonseca,American,1959,Null,Pietrasanta Painting,1995,Gouache and ink on paper,"2,007.499",2007,Not on view,,,,,
Callum Innes,British,1962,Null,Exposed Painting Charcoal Black/ Yellow Violet Oxide,2000,Oil on canvas,"2,013.1109",2013,Not on view,,,,,
Cameron Booth,American,1892,1980,Virginia City Barn,1936,Gouache on paper,41.2,1941,Not on view,,,,,
Carl A. Morris,American,1911,1993,Industrial Facade,1955,Oil on canvas,57.79,1957,Not on view,,,,,
Carl Gaertner,American,1898,1952,Lake Erie Shoreway,1952,Gouache on illustration board,53.44,1953,Not on view,,,,,
Carl Sprinchorn,American,1887,1971,Nat Hudson's Camp,1944,Gouache on paper,54.63.2,1954,Not on view,,,,,
Carl-Frederik Reutersward,Swedish,1934,Null,Gertrude Stein Portraying Picasso by Alice B. Toklas,1984,Watercolor and gouache on paper,"1,998.453",1998,Not on view,,,,,
Carlos Baca-Flor,Peruvian,1869,1941,The Honorable Joseph Hodges Choate,1911,Oil on canvas,30.22,1930,Not on view,,,,,
Carlos Baca-Flor,Peruvian,1869,1941,J. Pierpont Morgan,1914,Oil on canvas,39.119,1939,Not on view,,,,,
Carlos Osorio,American,1927,1984,Puerto Rican Landscape,1973,Acrylic/ sand/ and oil on canvas,"1,973.261",1973,Not on view,,,,,
Carlyle Brown,American,1919,1963,Table with Figs and Lemons,1952,Oil on canvas,52.162,1952,Not on view,,,,,
Carole Robb,British,1943,Null,Achilles and Hector at the Wall: Death and Glory,1986,Oil on canvas,"1,988.56",1988,Not on view,,,,,
Carole Seborovski,American,1961,Null,Untitled,1985,Oil on paper,"1,986.119",1986,Not on view,,,,,
Carroll Cloar,American,1913,1993,The Lightning that Struck Rufo Barcliff,1955,Tempera on composition board,56.4,1956,Not on view,,,,,
Catherine Murphy,American,1946,Null,Afternoon Still Life,1976,Oil on canvas,"1,986.434",1986,Not on view,,,,,
Catherine Murphy,American,1946,Null,Blue Blanket,1990,Oil on canvas,"1,991.103",1991,Not on view,,,,,
Cecily Brown,British,1969,Null,Fair of Face/ Full of Woe,2008,Oil on canvas,2009.533a-c,2009,Not on view,,,,,
Cedric Morris,British,1889,1982,Succulents on an African Stool,1945,Oil on canvas,"1,994.273",1994,Not on view,,,,,
Cedric Morris,British,1889,1982,Hilaire Hiler at the Piano,1921,Oil on canvas,"1,996.46",1996,Not on view,,,,,
Cedric Morris,British,1889,1982,Storm Prelude,1931,Oil on canvas,"1,997.211",1997,Not on view,,,,,
Chaim Goldberg,Israeli,1917,2004,Shtetl,1962,Oil on canvas,"1,971.107",1971,Not on view,,,,,
Chaim Soutine,French,1893,1943,Man with Horse,1920,Oil on canvas,67.187.104,1967,Not on view,,,,,
Chaim Soutine,French,1893,1943,Fish,1918,Oil on canvas,67.187.105,1967,Not on view,,,,,
Chaim Soutine,French,1893,1943,Apples,1917,Oil on canvas,67.187.106,1967,Not on view,,,,,
Chaim Soutine,French,1893,1943,Madeleine Castaing,1929,Oil on canvas,67.187.107,1967,Not on view,,,,,
Chaim Soutine,French,1893,1943,The Red Blouse,1925,Oil on canvas,1993.89.4,1993,Not on view,,,,,
Chaim Soutine,French,1893,1943,The Ray,1924,Oil on canvas,1997.149.1,1997,Not on view,,,,,
Chaim Soutine,French,1893,1943,View of Cagnes,1924,Oil on canvas,1997.149.2,1997,On view in Gallery 900,,,,,
Cham Hendon,American,1936,2014,Air Crash,1983,Acrylic and rhoplex on canvas,"1,983.389",1983,Not on view,,,,,
Chantal Joffe,British,1969,Null,Self-Portrait Sitting on a Striped Chaise Lounge,2012,Oil on board on aluminum strainer,"2,014.177",2014,Not on view,,,,,
Charles Baskerville,American,1896,1994,Moroccan Sunflowers,1940,Oil on canvas/ mounted on Masonite,"1,995.223",1995,Not on view,,,,,
Charles Biederman,American,1906,2004,Study for Sculpture,1936,Gouache on paper,"1,980.277",1980,Not on view,,,,,
Charles Bittinger,American,1879,1970,The Boston Athenaeum,1922,Oil on canvas,23.256.1,1923,Not on view,,,,,
Charles Burchfield,American,1893,1967,Dandelion Seed Balls and Trees,1917,Watercolor/ gouache/ and graphite on paper,40.47.2,1940,Not on view,,,,,
Charles Burchfield,American,1893,1967,Dandelion Seed Balls and Trees,1917,Watercolor/ gouache/ and graphite on paper,40.47.2,1940,Not on view,,,,,
Charles Burchfield,American,1893,1967 ,The False Front,1920,Watercolor/ gouache and graphite on paper,24.98,1924,Not on view,,,,,
